merged_spelling,ipa,langid
{jpn}すいろん,s ɨᵝ i ɾ õ̞ ɴ,0
{jpn}すう,s ɨᵝ ɯ̟ᵝ,0
{jpn}すうがく,s ɨᵝː ɡ a̠ k ɯ̟ᵝ,0
{jpn}すうがくしゃ,s ɨᵝː ɡ a̠ k ɯ̟̊ᵝ ɕ a̠,0
{jpn}すうけい,s ɨᵝː k e̞ː,0
{jpn}すうじくこく,s ɨᵝː ʑ i k ɯ̟̊ᵝ k o̞ k ɯ̟ᵝ,0
{jpn}すうすう,s ɨᵝː s ɨᵝː,0
{jpn}すうせい,s ɨᵝː s e̞ː,0
{jpn}すうちょくせん,s ɨᵝː t͡ɕ o̞ k ɯ̟ᵝ s ẽ̞ ɴ,0
{jpn}すうりょう,s ɨᵝː ɾʲ o̞ː,0
{jpn}すえおそろしい,s ɨᵝ e̞ o̞ s o̞ ɾ o̞ ɕ iː,0
{jpn}すか,s ɨ̥ᵝ k a̠,0
{jpn}すがすがしい,s ɨᵝ ɡ a̠ s ɨᵝ ɡ a̠ ɕ i i,0
{jpn}すがたをけす,s ɨᵝ ɡ a̠ t a̠ o̞ k e̞ s ɨᵝ,0
{jpn}すき,s ɨᵝ kʲ i,0
{jpn}すきずき,s ɨ̥ᵝ kʲ i z ɨᵝ kʲ i,0
{jpn}すきなだけ,s ɨᵝ kʲ i n a̠ d a̠ k e̞,0
{jpn}すきばさみ,s ɨᵝ kʲ i b a̠ s a̠ mʲ i,0
{jpn}すきま,s ɨ̥ᵝ kʲ i m a̠,0
{jpn}すぎ,s ɨᵝ ɡʲ i,0
{jpn}すぎる,s ɨᵝ ɡʲ i ɾ ɯ̟ᵝ,0
{jpn}すくい,s ɨᵝ k ɯ̟ᵝ i,0
{jpn}すくいあげる,s ɨ̥ᵝ k ɯ̟ᵝ i a̠ ɡ e̞ ɾ ɯ̟ᵝ,0
{jpn}すくう,s ɨ̥ᵝ k ɯ̟ᵝː,0
{jpn}すくない,s ɨ̥ᵝ k ɯ̟ᵝ n a̠ i,0
{jpn}すくなくとも,s ɨᵝ k ɯ̟ᵝ n a̠ k ɯ̟ᵝ t o̞ m o̞,0
{jpn}すくむ,s ɨ̥ᵝ k ɯ̟ᵝ m ɯ̟ᵝ,0
{jpn}すくめる,s ɨᵝ k ɯ̟ᵝ m e̞ ɾ ɯ̟ᵝ,0
{jpn}すぐ,s ɨᵝ ɡ ɯ̟ᵝ,0
{jpn}すけそうだら,s ɨᵝ k e̞ s o̞ː d a̠ ɾ a̠,0
{jpn}すけひろ,s ɨᵝ k e̞ ç i ɾ o̞,0
{jpn}すける,s ɨ̥ᵝ k e̞ ɾ ɯ̟ᵝ,0
{jpn}すげ,s ɨᵝ ɡ e̞,0
{jpn}すこぶる,s ɨᵝ k o̞ b ɯ̟ᵝ ɾ ɯ̟ᵝ,0
{jpn}すこやか,s ɨ̥ᵝ k o̞ j a̠ k a̠,0
{jpn}すごい,s ɨᵝ ɡ o̞ i,0
{jpn}すごく,s ɨᵝ ɡ o̞ k ɯ̟ᵝ,0
{jpn}すごす,s ɨᵝ ɡ o̞ s ɨᵝ,0
{jpn}すごすご,s ɨᵝ ɡ o̞ s ɨᵝ ɡ o̞,0
{jpn}すごろく,s ɨᵝ ɡ o̞ ɾ o̞ k ɯ̟ᵝ,0
{jpn}すさまじい,s ɨᵝ s a̠ m a̠ ʑ iː,0
{jpn}すさむ,s ɨᵝ s a̠ m ɯ̟ᵝ,0
{jpn}すし,s ɨᵝ ɕ i,0
{jpn}すじ,s ɨᵝ ʑ i,0
{jpn}すす,s ɨᵝ s ɨᵝ,0
{jpn}すすめ,s ɨᵝ s ɨᵝ m e̞,0
{jpn}すする,s ɨᵝ s ɨᵝ ɾ ɯ̟ᵝ,0
{jpn}すず,s ɨᵝ z ɨᵝ,0
{jpn}すずき,s ɨᵝ z ɨᵝ kʲ i,0
{jpn}すずしい,s ɨᵝ z ɨᵝ ɕ iː,0
{jpn}すずなり,s ɨᵝ z ɨᵝ n a̠ ɾʲ i,0
{jpn}すずはく,s ɨᵝ z ɨᵝ h a̠ k ɯ̟ᵝ,0
{jpn}すずめ,s ɨᵝ z ɨᵝ m e̞,0
{jpn}すずらん,s ɨᵝ z ɨᵝ ɾ ã̠ ɴ,0
{jpn}すそ,s ɨᵝ s o̞,0
{jpn}すっかり,s ɨ̥ᵝ k̚ k a̠ ɾʲ i,0
{jpn}すっきり,s ɨ̥ᵝ k̚ʲ kʲ i ɾʲ i,0
{jpn}すっぱい,s ɨ̥ᵝ p̚ p a̠ i,0
{jpn}すっぴん,s ɨᵝ p̚ʲ pʲ ĩ ɴ,0
{jpn}すっぽん,s ɨ̥ᵝ p̚ p õ̞ ɴ,0
{jpn}すてる,s ɨᵝ t e̞ ɾ ɯ̟ᵝ,0
{jpn}すでに,s ɨᵝ d e̞ ɲ̟ i,0
{jpn}すな,s ɨᵝ n a̠,0
{jpn}すなあらし,s ɨᵝ n a̠ː ɾ a̠ ɕ i,0
{jpn}すなねずみ,s ɨᵝ n a̠ n e̞ z ɨᵝ mʲ i,0
{jpn}すなのみ,s ɨᵝ n a̠ n o̞ mʲ i,0
{jpn}すなはま,s ɨᵝ n a̠ h a̠ m a̠,0
{jpn}すなば,s ɨᵝ n a̠ b a̠,0
{jpn}すなわち,s ɨᵝ n a̠ ɰᵝ a̠ t͡ɕ i,0
{jpn}すね,s ɨᵝ n e̞,0
{jpn}すねる,s ɨᵝ n e̞ ɾ ɯ̟ᵝ,0
{jpn}すばしこい,s ɨᵝ b a̠ ɕ i̥ k o̞ i,0
{jpn}すばやい,s ɨᵝ b a̠ j a̠ i,0
{jpn}すばらしい,s ɨᵝ b a̠ ɾ a̠ ɕ iː,0
{jpn}すばる,s ɨᵝ b a̠ ɾ ɯ̟ᵝ,0
{jpn}すべからく,s ɨᵝ b e̞ k a̠ ɾ a̠ k ɯ̟ᵝ,0
{jpn}すべて,s ɨᵝ b e̞ t e̞,0
{jpn}すべりだし,s ɨᵝ b e̞ ɾʲ i d a̠ ɕ i,0
{jpn}すべる,s ɨᵝ b e̞ ɾ ɯ̟ᵝ,0
{jpn}すぼまる,s ɨᵝ b o̞ m a̠ ɾ ɯ̟ᵝ,0
{jpn}すぼめる,s ɨᵝ b o̞ m e̞ ɾ ɯ̟ᵝ,0
{jpn}すまう,s ɨᵝ m a̠ ɯ̟ᵝ,0
{jpn}すませる,s ɨᵝ m a̠ s e̞ ɾ ɯ̟ᵝ,0
{jpn}すまた,s ɨᵝ m a̠ t a̠,0
{jpn}すみ,s ɨᵝ mʲ i,0
{jpn}すみだ,s ɨᵝ mʲ i d a̠,0
{jpn}すみび,s ɨᵝ mʲ i bʲ i,0
{jpn}すみません,s ɨᵝ mʲ i m a̠ s ẽ̞ ɴ,0
{jpn}すみやか,s ɨᵝ mʲ i j a̠ k a̠,0
{jpn}すみれ,s ɨᵝ mʲ i ɾ e̞,0
{jpn}すみれいろ,s ɨᵝ mʲ i ɾ e̞ i ɾ o̞,0
{jpn}すむ,s ɨᵝ m ɯ̟ᵝ,0
{jpn}すめばみやこ,s ɨᵝ m e̞ b a̠ mʲ i j a̠ k o̞,0
{jpn}すもう,s ɨᵝ m o̞ː,0
{jpn}すもも,s ɨᵝ m o̞ m o̞,0
{jpn}すら,s ɨᵝ ɾ a̠,0
{jpn}すらすら,s ɨᵝ ɾ a̠ s ɨᵝ ɾ a̠,0
{jpn}すり,s ɨᵝ ɾʲ i,0
{jpn}する,s ɨᵝ ɾ ɯ̟ᵝ,0
{jpn}すれちがう,s ɨᵝ ɾ e̞ t͡ɕ i ɡ a̠ ɯ̟ᵝ,0
{jpn}すわる,s ɨᵝ ɰᵝ a̠ ɾ ɯ̟ᵝ,0
{jpn}すんか,s ɨ̃ᵝ ŋ k a̠,0
{jpn}すんげき,s ɨ̃ᵝ ŋ ɡ e̞ kʲ i,0
{jpn}ずあん,d͡z ɨᵝ ã̠ ɴ,0
{jpn}ずい,d͡z ɨᵝ i,0
{jpn}ずいい,d͡z ɨᵝ iː,0
{jpn}ずいえき,d͡z ɨᵝ i e̞ kʲ i,0
{jpn}ずいしょう,d͡z ɨᵝ i ɕ o̞ː,0
{jpn}ずがい,d͡z ɨᵝ ɡ a̠ i,0
{jpn}ずきん,d͡z ɨᵝ kʲ ĩ ɴ,0
{jpn}ずさん,d͡z ɨᵝ s ã̠ ɴ,0
{jpn}ずしき,d͡z ɨᵝ ɕ i̥ kʲ i,0
{jpn}ずぞうがく,d͡z ɨᵝ z o̞ː ɡ a̠ k ɯ̟ᵝ,0
{jpn}ずたずた,d͡z ɨᵝ t a̠ z ɨᵝ t a̠,0
{jpn}ずっしり,d͡z ɨᵝ ɕː i ɾʲ i,0
{jpn}ずっと,d͡z ɨᵝ t̚ t o̞,0
{jpn}ずのう,d͡z ɨᵝ n o̞ː,0
{jpn}ずばり,d͡z ɨᵝ b a̠ ɾʲ i,0
{jpn}ずぶとい,d͡z ɨᵝ b ɯ̟ᵝ t o̞ i,0
{jpn}ずぶぬれ,d͡z ɨᵝ b ɯ̟ᵝ n ɯ̟ᵝ ɾ e̞,0
{jpn}ずぼし,d͡z ɨᵝ b o̞ ɕ i,0
{jpn}ずる,d͡z ɨᵝ ɾ ɯ̟ᵝ,0
{jpn}ずるい,d͡z ɨᵝ ɾ ɯ̟ᵝ i,0
{jpn}ずるがしこい,d͡z ɨᵝ ɾ ɯ̟ᵝ ɡ a̠ ɕ i k o̞ i,0
{jpn}ずるずる,d͡z ɨᵝ ɾ ɯ̟ᵝ z ɨᵝ ɾ ɯ̟ᵝ,0
{jpn}ずれる,d͡z ɨᵝ ɾ e̞ ɾ ɯ̟ᵝ,0
{jpn}ずろう,d͡z ɨᵝ ɾ o̞ː,0
{jpn}ずろく,d͡z ɨᵝ ɾ o̞ k ɯ̟ᵝ,0
{jpn}ずんぐりむっくり,d͡z ɨ̃ᵝ ŋ ɡ ɯ̟ᵝ ɾʲ i m ɯ̟ᵝ k̚ k ɯ̟ᵝ ɾʲ i,0
{jpn}ずんだもち,d͡z ɨ̃ᵝ n d a̠ m o̞ t͡ɕ i,0
{jpn}せいいき,s e̞ː i kʲ i,0
{jpn}せいいく,s e̞ː i k ɯ̟ᵝ,0
{jpn}せいいっぱい,s e̞ː i p̚ p a̠ i,0
{jpn}せいう,s e̞ː ɯ̟ᵝ,0
{jpn}せいかい,s e̞ː k a̠ i,0
{jpn}せいかがく,s e̞ː k a̠ ɡ a̠ k ɯ̟ᵝ,0
{jpn}せいかつおん,s e̞ː k a̠ t͡s ɨᵝ õ̞ ɴ,0
{jpn}せいかん,s e̞ː k ã̠ ɴ,0
{jpn}せいかんたい,s e̞ː k ã̠ n t a̠ i,0
{jpn}せいがいふ,s e̞ː ɡ a̠ i ɸ ɯ̟ᵝ,0
{jpn}せいきか,s e̞ː kʲ i k a̠,0
{jpn}せいきょく,s e̞ː kʲ o̞ k ɯ̟ᵝ,0
{jpn}せいぎ,s e̞ː ɡʲ i,0
{jpn}せいくらべ,s e̞ː k ɯ̟ᵝ ɾ a̠ b e̞,0
{jpn}せいぐ,s e̞ː ɡ ɯ̟ᵝ,0
{jpn}せいけん,s e̞ː k ẽ̞ ɴ,0
{jpn}せいこつ,s e̞ː k o̞ t͡s ɨᵝ,0
{jpn}せいさい,s e̞ː s a̠ i,0
{jpn}せいさく,s e̞ː s a̠ k ɯ̟ᵝ,0
{jpn}せいさん,s e̞ː s ã̠ ɴ,0
{jpn}せいさんえん,s e̞ː s ã̠ ɰ̃ ẽ̞ ɴ,0
{jpn}せいさんかごうぶつ,s e̞ː s ã̠ ŋ k a̠ ɡ o̞ː b ɯ̟ᵝ t͡s ɨᵝ,0
{jpn}せいし,s e̞ː ɕ i,0
{jpn}せいしゅう,s e̞ː ɕ ɨᵝː,0
{jpn}せいしゅく,s e̞ː ɕ ɨᵝ k ɯ̟ᵝ,0
{jpn}せいしゅん,s e̞ː ɕ ɨ̃ᵝ ɴ,0
{jpn}せいしゅんじだい,s e̞ː ɕ ɨ̃ᵝ ɲ̟ d͡ʑ i d a̠ i,0
{jpn}せいしん,s e̞ː ɕ ĩ ɴ,0
{jpn}せいしんりょうほう,s e̞ː ɕ ĩ n ɾʲ o̞ː h o̞ː,0
{jpn}せいじ,s e̞ː ʑ i,0
{jpn}せいじがくしゃ,s e̞ː ʑ i ɡ a̠ k ɯ̟̊ᵝ ɕ a̠,0
{jpn}せいじてき,s e̞ː ʑ i t e̞ kʲ i,0
{jpn}せいじゅつ,s e̞ː ʑ ɨᵝ t͡s ɨᵝ,0
{jpn}せいじんしき,s e̞ː ʑ ĩ ɰ̃ ɕ i kʲ i,0
{jpn}せいすい,s e̞ː s ɨᵝ i,0
{jpn}せいすうがた,s e̞ː s ɨᵝː ɡ a̠ t a̠,0
{jpn}せいせん,s e̞ː s ẽ̞ ɴ,0
{jpn}せいぜんせつ,s e̞ː z ẽ̞ ɰ̃ s e̞ t͡s ɨᵝ,0
{jpn}せいそう,s e̞ː s o̞ː,0
{jpn}せいぞろい,s e̞ː z o̞ ɾ o̞ i,0
{jpn}せいぞん,s e̞ː z õ̞ ɴ,0
{jpn}せいたん,s e̞ː t ã̠ ɴ,0
{jpn}せいだん,s e̞ː d ã̠ ɴ,0
{jpn}せいち,s e̞ː t͡ɕ i,0
{jpn}せいてい,s e̞ː t e̞ː,0
{jpn}せいてん,s e̞ː t ẽ̞ ɴ,0
{jpn}せいとう,s e̞ː t o̞ː,0
{jpn}せいとうか,s e̞ː t o̞ː k a̠,0
{jpn}せいどうきじだい,s e̞ː d o̞ː kʲ i d͡ʑ i d a̠ i,0
{jpn}せいねん,s e̞ː n ẽ̞ ɴ,0
{jpn}せいばい,s e̞ː b a̠ i,0
{jpn}せいびょう,s e̞ː bʲ o̞ː,0
{jpn}せいぶ,s e̞ː b ɯ̟ᵝ,0
{jpn}せいぶつがく,s e̞ː b ɯ̟ᵝ t͡s ɨᵝ ɡ a̠ k ɯ̟ᵝ,0
{jpn}せいぶつぶつりがく,s e̞ː b ɯ̟ᵝ t͡s ɨᵝ b ɯ̟ᵝ t͡s ɨᵝ ɾʲ i ɡ a̠ k ɯ̟ᵝ,0
{jpn}せいめいせつ,s e̞ː m e̞ː s e̞ t͡s ɨᵝ,0
{jpn}せいや,s e̞ː j a̠,0
{jpn}せいやく,s e̞ː j a̠ k ɯ̟ᵝ,0
{jpn}せいゆう,s e̞ː j ɯ̟ᵝː,0
{jpn}せいようしょうぎ,s e̞ː j o̞ː ɕ o̞ː ɡʲ i,0
{jpn}せいようふう,s e̞ː j o̞ː ɸ ɯ̟ᵝː,0
{jpn}せいようわさび,s e̞ː j o̞ː ɰᵝ a̠ s a̠ bʲ i,0
{jpn}せいり,s e̞ː ɾʲ i,0
{jpn}せいりょく,s e̞ː ɾʲ o̞ k ɯ̟ᵝ,0
{jpn}せいれい,s e̞ː ɾ e̞ː,0
{jpn}せいれき,s e̞ː ɾ e̞ kʲ i,0
{jpn}せいれんけっぱく,s e̞ː ɾ ẽ̞ ŋ k e̞ p̚ p a̠ k ɯ̟ᵝ,0
{jpn}せかす,s e̞ k a̠ s ɨᵝ,0
{jpn}せがむ,s e̞ ɡ a̠ m ɯ̟ᵝ,0
{jpn}せがれ,s e̞ ɡ a̠ ɾ e̞,0
{jpn}せき,s e̞ kʲ i,0
{jpn}せきうん,s e̞ kʲ i ɯ̟̃ᵝ ɴ,0
{jpn}せきえい,s e̞ kʲ i e̞ː,0
{jpn}せきえん,s e̞ kʲ i ẽ̞ ɴ,0
{jpn}せきがいせん,s e̞ kʲ i ɡ a̠ i s ẽ̞ ɴ,0
{jpn}せきぐん,s e̞ kʲ i ɡ ɯ̟̃ᵝ ɴ,0
{jpn}せきしょくやけい,s e̞ kʲ i̥ ɕ o̞ k ɯ̟ᵝ j a̠ k e̞ː,0
{jpn}せきずいはんしゃ,s e̞ kʲ i z ɨᵝ i h ã̠ ɰ̃ ɕ a̠,0
{jpn}せきたんさん,s e̞ kʲ i̥ t ã̠ ɰ̃ s ã̠ ɴ,0
{jpn}せきにんかん,s e̞ k i n ĩ ŋ k ã̠ ɴ,0
{jpn}せきばらい,s e̞ kʲ i b a̠ ɾ a̠ i,0
{jpn}せじ,s e̞ ʑ i,0
{jpn}せたけ,s e̞ t a̠ k e̞,0
{jpn}せだい,s e̞ d a̠ i,0
{jpn}せちな,s e̞ t͡ɕ i n a̠,0
{jpn}せっかく,s e̞ k̚ k a̠ k ɯ̟ᵝ,0
{jpn}せっかち,s e̞ k̚ k a̠ t͡ɕ i,0
{jpn}せっかん,s e̞ k̚ k ã̠ ɴ,0
{jpn}せっき,s e̞ k̚ʲ kʲ i,0
{jpn}せっきん,s e̞ k̚ʲ kʲ ĩ ɴ,0
{jpn}せっけいず,s e̞ k̚ k e̞ː z ɨᵝ,0
{jpn}せっけん,s e̞ k̚ k ẽ̞ ɴ,0
{jpn}せっしおんど,s e̞ ɕː i õ̞ n d o̞,0
{jpn}せっしょう,s e̞ ɕː o̞ː,0
{jpn}せっしょうせき,s e̞ ɕː o̞ː s e̞ kʲ i,0
{jpn}せっちゃくざい,s e̞ t̚ t͡ɕ a̠ k ɯ̟ᵝ z a̠ i,0
{jpn}せってん,s e̞ t̚ t ẽ̞ ɴ,0
{jpn}せっとう,s e̞ t̚ t o̞ː,0
{jpn}せっとうご,s e̞ t̚ t o̞ː ɡ o̞,0
{jpn}せっとく,s e̞ t̚ t o̞ k ɯ̟ᵝ,0
{jpn}せっぱ,s e̞ p̚ p a̠,0
{jpn}せっぱく,s e̞ p̚ p a̠ k ɯ̟̊ᵝ,0
{jpn}せついん,s e̞ t͡s ɨᵝ ĩ ɴ,0
{jpn}せつぞく,s e̞ t͡s ɨᵝ z o̞ k ɯ̟ᵝ,0
{jpn}せつど,s e̞ t͡s ɨᵝ d o̞,0
{jpn}せつない,s e̞ t͡s ɨᵝ n a̠ i,0
{jpn}せつわ,s e̞ t͡s ɨᵝ ɰᵝ a̠,0
{jpn}せともの,s e̞ t o̞ m o̞ n o̞,0
{jpn}せなか,s e̞ n a̠ k a̠,0
{jpn}せばまる,s e̞ b a̠ m a̠ ɾ ɯ̟ᵝ,0
{jpn}せびれ,s e̞ bʲ i ɾ e̞,0
{jpn}せびろ,s e̞ bʲ i ɾ o̞,0
{jpn}せぼね,s e̞ b o̞ n e̞,0
{jpn}せまい,s e̞ m a̠ i,0
{jpn}せまる,s e̞ m a̠ ɾ ɯ̟ᵝ,0
{jpn}せみ,s e̞ mʲ i,0
{jpn}せめ,s e̞ m e̞,0
{jpn}せめて,s e̞ m e̞ t e̞,0
{jpn}せめる,s e̞ m e̞ ɾ ɯ̟ᵝ,0
{jpn}せりふ,s e̞ ɾʲ i ɸ ɯ̟ᵝ,0
{jpn}せわやき,s e̞ ɰᵝ a̠ j a̠ kʲ i,0
{jpn}せん,s ẽ̞ ɴ,0
{jpn}せんいこうがく,s ẽ̞ ɰ̃ i k o̞ː ɡ a̠ k ɯ̟ᵝ,0
{jpn}せんえつ,s ẽ̞ ɰ̃ e̞ t͡s ɨᵝ,0
{jpn}せんかい,s ẽ̞ ŋ k a̠ i,0
{jpn}せんきゅう,s ẽ̞ ŋʲ kʲ ɨᵝː,0
{jpn}せんきょう,s ẽ̞ ŋʲ kʲ o̞ː,0
{jpn}せんくしゃ,s ẽ̞ ŋ k ɯ̟ᵝ ɕ a̠,0
{jpn}せんけいけいかくほう,s ẽ̞ ŋ k e̞ː k e̞ː k a̠ k ɯ̟ᵝ h o̞ː,0
{jpn}せんけいせい,s ẽ̞ ŋ k e̞ː s e̞ː,0
{jpn}せんげん,s ẽ̞ ŋ ɡ ẽ̞ ɴ,0
{jpn}せんこう,s ẽ̞ ŋ k o̞ː,0
{jpn}せんさい,s ẽ̞ ɰ̃ s a̠ i,0
{jpn}せんざんこう,s ẽ̞ n d͡z ã̠ ŋ k o̞ː,0
{jpn}せんしゃ,s ẽ̞ ɰ̃ ɕ a̠,0
{jpn}せんしゅう,s ẽ̞ ɰ̃ ɕ ɨᵝː,0
{jpn}せんしゅうらく,s ẽ̞ ɰ̃ ɕ ɨᵝː ɾ a̠ k ɯ̟ᵝ,0
{jpn}せんしょくけんろうど,s ẽ̞ ɰ̃ ɕ o̞ k ɯ̟ᵝ k ẽ̞ n ɾ o̞ː d o̞,0
{jpn}せんじ,s ẽ̞ ɲ̟ d͡ʑ i,0
{jpn}せんじょう,s ẽ̞ ɲ̟ d͡ʑ o̞ː,0
{jpn}せんすいかん,s ẽ̞ ɰ̃ s ɨᵝ i k ã̠ ɴ,0
{jpn}せんせい,s ẽ̞ ɰ̃ s e̞ː,0
{jpn}せんせき,s ẽ̞ ɰ̃ s e̞ kʲ i,0
{jpn}せんたくこうり,s ẽ̞ n t a̠ k ɯ̟ᵝ k o̞ː ɾʲ i,0
{jpn}せんたくばさみ,s ẽ̞ n t a̠ k ɯ̟ᵝ b a̠ s a̠ mʲ i,0
{jpn}せんたん,s ẽ̞ n t ã̠ ɴ,0
{jpn}せんだい,s ẽ̞ n d a̠ i,0
{jpn}せんてつ,s ẽ̞ n t e̞ t͡s ɨᵝ,0
{jpn}せんてんせい,s ẽ̞ n t ẽ̞ ɰ̃ s e̞ː,0
{jpn}せんてんてき,s ẽ̞ n t ẽ̞ n t e̞ kʲ i,0
{jpn}せんど,s ẽ̞ n d o̞,0
{jpn}せんのう,s ẽ̞ nː o̞ː,0
{jpn}せんばい,s ẽ̞ m b a̠ i,0
{jpn}せんばん,s ẽ̞ m b ã̠ ɴ,0
{jpn}せんぷ,s ẽ̞ m p ɯ̟ᵝ,0
{jpn}せんべい,s ẽ̞ m b e̞ː,0
{jpn}せんべつ,s ẽ̞ m b e̞ t͡s ɨᵝ,0
{jpn}せんめい,s ẽ̞ mː e̞ː,0
{jpn}せんめつ,s ẽ̞ mː e̞ t͡s ɨᵝ,0
{jpn}せんもう,s ẽ̞ mː o̞ː,0
{jpn}せんりがん,s ẽ̞ n ɾʲ i ɡ ã̠ ɴ,0
{jpn}せんれい,s ẽ̞ n ɾ e̞ː,0
{jpn}ぜいじゃくせい,d͡z e̞ː ʑ a̠ k ɯ̟̊ᵝ s e̞ː,0
{jpn}ぜいせい,d͡z e̞ː s e̞ː,0
{jpn}ぜいたく,d͡z e̞ː t a̠ k ɯ̟ᵝ,0
{jpn}ぜげん,d͡z e̞ ɡ ẽ̞ ɴ,0
{jpn}ぜっこう,d͡z e̞ k̚ k o̞ː,0
{jpn}ぜったい,d͡z e̞ t̚ t a̠ i,0
{jpn}ぜったいおんかん,d͡z e̞ t̚ t a̠ i õ̞ ŋ k ã̠ ɴ,0
{jpn}ぜったいてき,d͡z e̞ t̚ t a̠ i t e̞ kʲ i,0
{jpn}ぜったいりょういき,d͡z e̞ t̚ t a̠ i ɾʲ o̞ː i kʲ i,0
{jpn}ぜったいれいど,d͡z e̞ t̚ t a̠ i ɾ e̞ː d o̞,0
{jpn}ぜっぴん,d͡z e̞ p̚ʲ pʲ ĩ ɴ,0
{jpn}ぜっぺき,d͡z e̞ p̚ p e̞ kʲ i,0
{jpn}ぜつえん,d͡z e̞ t͡s ɨᵝ ẽ̞ ɴ,0
{jpn}ぜつふちょう,d͡z e̞ t͡s ɨᵝ ɸ ɯ̟ᵝ t͡ɕ o̞ː,0
{jpn}ぜつぼうてき,d͡z e̞ t͡s ɨᵝ b o̞ː t e̞ kʲ i,0
{jpn}ぜつみょう,d͡z e̞ t͡s ɨᵝ mʲ o̞ː,0
{jpn}ぜにがたあざらし,d͡z e̞ ɲ̟ i ɡ a̠ t a̠ a̠ z a̠ ɾ a̠ ɕ i,0
{jpn}ぜひ,d͡z e̞ ç i,0
{jpn}ぜん,d͡z ẽ̞ ɴ,0
{jpn}ぜんえい,d͡z ẽ̞ ɰ̃ e̞ː,0
{jpn}ぜんえいてき,d͡z ẽ̞ ɰ̃ e̞ː t e̞ kʲ i,0
{jpn}ぜんき,d͡z ẽ̞ ŋʲ kʲ i,0
{jpn}ぜんしょう,d͡z ẽ̞ ɰ̃ ɕ o̞ː,0
{jpn}ぜんしょうとう,d͡z ẽ̞ ɰ̃ ɕ o̞ː t o̞ː,0
{jpn}ぜんせいき,d͡z ẽ̞ ɰ̃ s e̞ː kʲ i,0
{jpn}ぜんたいしゅぎ,d͡z ẽ̞ n t a̠ i ɕ ɨᵝ ɡʲ i,0
{jpn}ぜんち,d͡z ẽ̞ ɲ̟ t͡ɕ i,0
{jpn}ぜんと,d͡z ẽ̞ n t o̞,0
{jpn}ぜんぱい,d͡z ẽ̞ m p a̠ i,0
{jpn}ぜんぶ,d͡z ẽ̞ m b ɯ̟ᵝ,0
{jpn}ぜんぶん,d͡z ẽ̞ m b ɯ̟̃ᵝ ɴ,0
{jpn}ぜんぼう,d͡z ẽ̞ m b o̞ː,0
{jpn}ぜんめつ,d͡z ẽ̞ mː e̞ t͡s ɨᵝ,0
{jpn}ぜんもう,d͡z ẽ̞ mː o̞ː,0
{jpn}そいね,s o̞ i n e̞,0
{jpn}そういう,s o̞ː i ɯ̟ᵝ,0
{jpn}そういえば,s o̞ː i e̞ b a̠,0
{jpn}そういくふう,s o̞ː i k ɯ̟ᵝ ɸ ɯ̟ᵝː,0
{jpn}そういや,s o̞ː i j a̠,0
{jpn}そううけ,s o̞ː ɯ̟ᵝ k e̞,0
{jpn}そうかい,s o̞ː k a̠ i,0
{jpn}そうかいそうでん,s o̞ː k a̠ i s o̞ː d ẽ̞ ɴ,0
{jpn}そうかん,s o̞ː k ã̠ ɴ,0
{jpn}そうき,s o̞ː kʲ i,0
{jpn}そうきょくせいしょうがい,s o̞ː kʲ o̞ k ɯ̟̊ᵝ s e̞ː ɕ o̞ː ɡ a̠ i,0
{jpn}そうぎ,s o̞ː ɡʲ i,0
{jpn}そうぎや,s o̞ː ɡʲ i j a̠,0
{jpn}そうぎょきゅう,s o̞ː ɡʲ o̞ kʲ ɨᵝː,0
{jpn}そうぐう,s o̞ː ɡ ɯ̟ᵝː,0
{jpn}そうこう,s o̞ː k o̞ː,0
{jpn}そうこうのつま,s o̞ː k o̞ː n o̞ t͡s ɨᵝ m a̠,0
{jpn}そうこばん,s o̞ː k o̞ b ã̠ ɴ,0
{jpn}そうざい,s o̞ː z a̠ i,0
{jpn}そうしたら,s o̞ː ɕ i t a̠ ɾ a̠,0
{jpn}そうして,s o̞ː ɕ i̥ t e̞,0
{jpn}そうしゅ,s o̞ː ɕ ɨᵝ,0
{jpn}そうじふ,s o̞ː ʑ i ɸ ɯ̟ᵝ,0
{jpn}そうじゅうかん,s o̞ː ʑ ɨᵝː k ã̠ ɴ,0
{jpn}そうじゅうし,s o̞ː ʑ ɨᵝː ɕ i,0
{jpn}そうじょうがんどうりゅうかてっこうこうしょう,s o̞ː ʑ o̞ː ɡ ã̠ n d o̞ː ɾʲ ɨᵝː k a̠ t e̞ k̚ k o̞ː k o̞ː ɕ o̞ː,0
{jpn}そうせい,s o̞ː s e̞ː,0
{jpn}そうぞうしい,s o̞ː z o̞ː ɕ i i,0
{jpn}そうぞうしゅ,s o̞ː z o̞ː ɕ ɨᵝ,0
{jpn}そうぞうてき,s o̞ː z o̞ː t e̞ kʲ i,0
{jpn}そうたいおんかん,d͡z e̞ t̚ t a̠ i õ̞ ŋ k ã̠ ɴ,0
{jpn}そうたいしつど,s o̞ː t a̠ i ɕ i t͡s ɨᵝ d o̞,0
{jpn}そうたいせいりろん,s o̞ː t a̠ i s e̞ː ɾʲ i ɾ õ̞ ɴ,0
{jpn}そうち,s o̞ː t͡ɕ i,0
{jpn}そうでんそうかい,s o̞ː d ẽ̞ ɰ̃ s o̞ː k a̠ i,0
{jpn}そうとう,s o̞ː t o̞ː,0
